id,specific_target,suicide,terrorists_killed,summary,source_urls,source_names,start_date,end_date,start_time,start_time_lookup,end_time,end_time_lookup,event_type,latitude,longitude,accuracy,area,country_code,country,region,targets,weapons,total_deaths,total_hostages,total_injured,deaths,hostages,injured,perpetrators,tnt_equivalent_in_kg,delivery_method,connected_attacks,author,updated_at,created_at,deleted_at,attributions
38979,,False,0,A bomb explosion failed to cause any casualties in Amil District of Baghdad on 29 December. Islamic State claimed responsibility for the failed attack.,http://www.addiyar.com/article/1284943-%D8%AB%D9%84%D8%A7%D8%AB%D8%A9-%D8%AA%D9%81%D8%AC%D9%8A%D8%B1%D8%A7%D8%AA-%D8%A3%D8%AE%D8%B1%D9%89-%D8%AA%D8%B6%D8%B1%D8%A8-%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF; http://www.kurdistan24.net/ar/newsreader/ef13a1a7-3636-4a16-9889-e5c74de49237/%D8%AF%D8%A7%D8%B9%D8%B4-%D9%8A%D8%B4%D9%86-%D8%AA%D9%81%D8%AC%D9%8A%D8%B1%D8%A7%D8%AA-%D8%A8%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF-%D8%AA%D8%B2%D8%A7%D9%85%D9%86%D8%A7-%D9%85%D8%B9-%D8%AA%D9%82%D8%AF%D9%85-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%84%D9%84%D9%82%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%B5%D9%84,,2016-12-29,2016-12-29,Unspecified,unspecified,Unspecified,unspecified,Bombing,33.277373,44.328493,100-200m,"Amil District, Baghdad, Baghdad",IRQ,Iraq,Middle East,Undetermined,Explosives,0,0,0,,,,Iraq:Islamic State (IS):Global Islamist,0.0,Other,,Unknown author,2022-10-29 13:03:44+0000,2021-07-11 13:30:39+0000,,"perpetrator_name: Islamic State (IS), perpetrator_type: Global Islamist,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38980,,False,0,"A bomb explosion failed to cause an casualties in the Al-Shurtah 5th neighbourhood in southeast Baghdad on 29 December. At the time of writing, no individual or group had claimed responsibility for the attack.",http://www.alsumaria.tv/news/190439/%D8%A5%D9%86%D9%81%D8%AC%D8%A7%D8%B1-%D8%B9%D8%A8%D9%88%D8%AA%D9%8A%D9%86-%D9%86%D8%A7%D8%B3%D9%81%D8%AA%D9%8A%D9%86-%D8%AC%D9%86%D9%88%D8%A8-%D9%88%D8%AC%D9%86%D9%88%D8%A8-%D8%BA%D8%B1%D8%A8%D9%8A-%D8%A8%D8%BA/ar#	http://www.alnabaa.net/622431,,2016-12-29,2016-12-29,Unspecified,unspecified,Unspecified,unspecified,Bombing,33.240695,44.308278,100-200m,"Al-Shurtah 5th, Baghdad",IRQ,Iraq,Middle East,Undetermined,Explosives,0,0,0,,,,Afghanistan:Unknown:Undetermined,0.0,Emplaced,,Unknown author,2022-10-29 13:03:44+0000,2021-07-11 13:30:40+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38977,,False,0,"A vehicle bomb explosion killed a person and wounded six others in the Malef neighbourhood in southern Baghdad on 29 December.  At the time of writing, no individual or group had claimed responsibility for the attack.",http://www.iraq-amsi.net/ar/92164	http://www.alsumaria.tv/news/190435/%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF-%D8%AA%D8%B9%D9%84%D9%86-%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1-%D9%85%D9%81%D8%AE%D8%AE%D8%A9-%D9%81%D9%8A-%D8%AB%D8%A7%D9%86%D9%8A-%D8%AD/ar,,2016-12-29,2016-12-29,Unspecified,unspecified,Unspecified,unspecified,Bombing,33.221957,44.338267,100-200m,"Malef, Baghdad",IRQ,Iraq,Middle East,Civilians/General Public,Explosives,1,0,6,Iraq: 1,Iraq: 0,Iraq: 6,Afghanistan:Unknown:Undetermined,0.0,Vehicle-borne,,Unknown author,2022-10-29 13:03:43+0000,2021-07-11 13:30:38+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
39011,,False,0,"A bomb explosion targeting a pickup truck failed to cause any casualties on Rueso-Chakua road near Ban Plaina village in Rueso, Narathiwat, at around 0720hrs on 29 December. The truck was carrying six security officer on patrol. At the time of writing, no individual or group claimed responsibility for the attack, however, ethnic Malay separatists are active in the area and regularly carry out attacks.",http://www.bangkokpost.com/news/security/1170840/bomb-damages-police-truck-in-narathiwat; http://aa.com.tr/en/asia-pacific/bombing-shooting-rock-thailand-s-south/716854,,2016-12-29,2016-12-29,Morning,morning,Unspecified,unspecified,Bombing,6.372965,101.506805,100-200m,"Rueso-Chakua road, Ban Plaina, Rueso, Narathiwat ",THA,Thailand,Asia Pacific,Law Enforcement/Internal Security Forces,Explosives,0,0,0,,,,Afghanistan:Unknown:Undetermined,0.0,Emplaced,,Unknown author,2022-10-29 13:03:56+0000,2021-07-11 13:30:58+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38984,,False,0,"A group of around ten gunmen killed six Somali soldiers in Afgoye, Afgoye District on the night of 29 December. According to local media outlets, the attackers used rocket-propelled grenades and heavy machine guns. At the time of writing, no group claimed responsibility for the attack, however, TerrorismTracker data indicates that Al-Shabaab are active in the area.",https://midnimo.com/2016/12/31/six-killed-in-attack-on-afgoye/; http://www.shabellenews.com/2016/12/somalia-senior-army-officer-among-five-killed-in-afgoye-attack/,,2016-12-29,2016-12-29,Night,night,Unspecified,unspecified,Armed attack,2.142623,45.116717,100-200m,"Afgoye, Afgoye District",SOM,Somalia,East and Southern Africa,Military,Firearms; Rockets,6,0,0,Somalia: 6,Somalia: 0,Somalia: 0,Somalia:Al-Shabaab:Global Islamist,0.0,Undetermined,,Unknown author,2022-10-29 13:03:46+0000,2021-07-11 13:30:42+0000,,"perpetrator_name: Al-Shabaab, perpetrator_type: Global Islamist,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38976,Police ,False,0,"A bomb explosion killed a police officer near Mubarak Al-Farhan village, 95km north of Baqubah in Diyala province on the evening of 28 December.  The explosion targeted a police patrol vehicle. At the time of writing, no individual or group had claimed responsibility for the attack.",http://www.iraq-amsi.net/ar/92153	http://www.alsumaria.tv/news/190361/%D9%85%D9%82%D8%AA%D9%84-%D8%B4%D8%B1%D8%B7%D9%8A-%D8%A8%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1-%D8%B9%D8%A8%D9%88%D8%A9-%D9%86%D8%A7%D8%B3%D9%81%D8%A9-%D8%B4%D9%85%D8%A7%D9%84-%D8%A8%D8%B9%D9%82%D9%88%D8%A8%D8%A9/ar,,2016-12-28,2016-12-28,Evening,evening,Unspecified,unspecified,Bombing,33.759641,44.606658,100-200m,"Mubarak Al-Farhan, Baqubah, Diyala ",IRQ,Iraq,Middle East,Law Enforcement/Internal Security Forces,Explosives,1,0,0,Iraq: 1,Iraq: 0,Iraq: 0,Afghanistan:Unknown:Undetermined,0.0,Emplaced,,Unknown author,2022-10-29 13:03:43+0000,2021-07-11 13:30:38+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38975,Police patrol,False,0,"A roadside bomb explosion injured two police officers on a highway close to the Ibrahim Bin Ali area in Al-Anbar province, west of Baghdad on 28 December. The explosion targeted a police patrol vehicle. At the time of writing, no individual or group claimed responsibility for the attack.",http://www.iraq-amsi.net/ar/92150,,2016-12-28,2016-12-28,Unspecified,unspecified,Unspecified,unspecified,Bombing,33.469769,44.058609,100-200m,"Ibrahim Bin Ali, Al-Anbar",IRQ,Iraq,Middle East,Law Enforcement/Internal Security Forces,Explosives,0,0,2,Iraq: 0,Iraq: 0,Iraq: 2,Afghanistan:Unknown:Undetermined,0.0,Emplaced,,Unknown author,2022-10-29 13:03:42+0000,2021-07-11 13:30:37+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38968,,False,0,"A bomb explosion killed a person and wounded six others near shops in Mahmudiyah in Babil province, south of Baghdad on the afternoon of 28December. At the time of writing, no individual or group claimed responsibility for the attack.",http://www.iraq-amsi.net/ar/92149,,2016-12-28,2016-12-28,Afternoon,afternoon,Unspecified,unspecified,Bombing,33.055417,44.358845,100-200m,"Mahmudiyah, Babil",IRQ,Iraq,Middle East,Civilians/General Public,Explosives,1,0,6,Iraq: 1,Iraq: 0,Iraq: 6,Afghanistan:Unknown:Undetermined,0.0,Emplaced,,Unknown author,2022-10-29 13:03:39+0000,2021-07-11 13:30:33+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38944,,False,0,"A roadside bomb explosion killed a person and injured another in the town of Al-Ain in Beqaa Governorate on the morning of 28 December. The attack targeted a vehicle carrying the deputy mayor of Al-Ain, who died in the attack. At the time of writing, no individual or group claimed responsibility for the attack.",http://www.albawaba.com/news/fatal-blast-rocks-lebanon%E2%80%99s-bekaa-valley-919520	http://aawsat.com/home/article/816961/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1-%D9%8A%D9%82%D8%AA%D9%84-%D9%86%D8%A7%D8%A6%D8%A8-%C2%AB%D8%A7%D9%84%D8%B9%D9%8A%D9%86%C2%BB-%D8%A7%D9%84%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9,,2016-12-28,2016-12-28,Morning,morning,Unspecified,unspecified,Bombing,34.229396,36.372471,100-200m,"Al-Ain, Beqaa Governorate",LBN,Lebanon,Middle East,Government/Political ,Explosives,1,0,1,Lebanon: 1,Lebanon: 0,Lebanon: 1,Afghanistan:Unknown:Undetermined,0.0,Emplaced,,Unknown author,2022-10-29 13:03:28+0000,2021-07-11 13:30:17+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38983,Police,False,0,"Assailants killed a police officer and wounded seven others at the intersection of Carrera 7 and Calle 200 in Usaquen district in north Bogota at around 2200hrs on 28 December. The assailants shot the police officer and then detonated an explosive device when other police officersarrived onscene. At the time of writing, no group claimed responsibility for the attack, however, the Colombian authorities attributed the incident to the National Liberation Army (ELN).",http://www.bbc.co.uk/news/world-latin-america-38459596	http://sports.yahoo.com/news/eln-rebels-kill-cop-wound-five-colombian-govt-213934694.html,,2016-12-28,2016-12-28,Evening,evening,Unspecified,unspecified,Armed attack,4.777124,-74.026041,100-200m,"Intersection of Carrera 7 and Calle 200, Usaquen, Bogota",COL,Colombia,Latin America,Law Enforcement/Internal Security Forces,Explosives; Firearms,1,0,7,Colombia: 1,Colombia: 0,Colombia: 7,Colombia:National Liberation Army (ELN):Far Left/Revolutionary,0.0,Undetermined,,Unknown author,2022-10-29 13:03:46+0000,2021-07-11 13:30:42+0000,,"perpetrator_name: National Liberation Army (ELN), perpetrator_type: Far Left/Revolutionary,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38969,Commmunist Party of China office,False,3,"Three armed assailants killed two people at a Communist Party of China (CPC) office in Karakax county in Xinjiang province at around 1650hrs on 28 December. The assailants reportedly drove into the yard of the CPC office, attacked workers with knives and detonated an IED. Police shot and killed the attackers at the scene. At the time of writing, no group claimed responsibility for the attack, however, local media outlets suggested that Uighur separatists carried out the attack.",http://www.nytimes.com/2016/12/29/world/asia/china-xinjiang-attack.html?_r=0; http://news.xinhuanet.com/english/2016-12/29/c_135941561.htm,,2016-12-28,2016-12-28,Afternoon,afternoon,Unspecified,unspecified,Armed attack,37.272396,79.726528,100-200m,"CPC Moyu County Party Committee, Karakax, Xinjiang ",CHN,China,Asia Pacific,Government/Political ,Melee weapons; Explosives,2,0,0,China: 2,China: 0,China: 0,Afghanistan:Unknown:Undetermined,0.0,Undetermined,,Unknown author,2022-10-29 13:03:40+0000,2021-07-11 13:30:34+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
39012,,False,0,"A mortar bomb explosion wounded 13 people in Bati Kot district, Nangarhar on the evening of 28 December. Police said at least five children were among the wounded. At the time of writing, no individual or group claimed responsibility for the attack.",http://www.khaama.com/13-civilians-wounded-in-mortar-attack-in-east-of-afghanistan-02579,,2016-12-28,2016-12-28,Evening,evening,Unspecified,unspecified,Explosive projectile,34.257146,70.779505,100-200m,"Bati Kot, Nangarhar ",AFG,Afghanistan,South Asia,Civilians/General Public,Mortars,0,0,13,Afghanistan: 0,Afghanistan: 0,Afghanistan: 13,Afghanistan:Unknown:Undetermined,0.0,Undetermined,,Unknown author,2022-10-29 13:03:56+0000,2021-07-11 13:30:58+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38925,,False,0,"An IED explosion killed a person and wounded eight others in the Nahrawan, southeastern Baghdad, on the afternoon of 27 December. At the time of writing, no individual or group claimed responsibility for the attack.",http://www.iraq-amsi.net/ar/92120,,2016-12-27,2016-12-27,Unspecified,unspecified,Unspecified,unspecified,Bombing,33.376952,44.70296,100-200m,"Nahrawan, Diyala",IRQ,Iraq,Middle East,Civilians/General Public,Explosives,1,0,8,Iraq: 1,Iraq: 0,Iraq: 8,Afghanistan:Unknown:Undetermined,0.0,Emplaced,,Unknown author,2022-10-29 13:03:21+0000,2021-07-11 13:30:07+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38951,Shia Muslims,False,0,Two simultaneous bomb explosions wounded three people in Baghdad Al-Jadeeda in eastern Baghdad on the evening of 27 December. Islamic State(IS) claimed responsibility for the attack in a statement posted online. The group said the attack targeted Shia Muslims.,http://www.iraq-amsi.net/ar/92135	http://www.thebaghdadpost.com/en/story/4464/5-injured-in-4-blasts-in-eastern-Baghdad,,2016-12-27,2016-12-27,Evening,evening,Unspecified,unspecified,Bombing,33.305961,44.488621,100-200m,"Baghdad Al-Jadeeda, Baghdad",IRQ,Iraq,Middle East,Civilians/General Public,Explosives,0,0,3,Iraq: 0,Iraq: 0,Iraq: 3,Iraq:Islamic State (IS):Global Islamist,0.0,Emplaced,,Unknown author,2022-10-29 13:03:32+0000,2021-07-11 13:30:22+0000,,"perpetrator_name: Islamic State (IS), perpetrator_type: Global Islamist,is_claimed: True, is_suspected: False,is_officially_attributed: False"
38936,,False,0,"The blast of an adhesive car bomb killed a prominent Sunni leaderin the Siha district near Abu Ghraib in Anbar province on the morning of 27 December. At the time of writing, no individual or group claimed responsibility for the attack.",http://www.iraq-amsi.net/ar/92119,,2016-12-27,2016-12-27,Morning,morning,Unspecified,unspecified,Bombing,33.299543,44.088049,100-200m,"Siha, Abu Ghraib, Anbar",IRQ,Iraq,Middle East,Religious Institutions,Explosives,1,0,0,Iraq: 1,Iraq: 0,Iraq: 0,Afghanistan:Unknown:Undetermined,0.0,Vehicle-borne,,Unknown author,2022-10-29 13:03:25+0000,2021-07-11 13:30:13+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
38949,Popular Mobilisation Forces patrol ,False,0,"A roadside bomb explosion killed a member of the Popular Mobilisation Forces and injured another in the Bisateen area of Yusufiya district in Babil province on 27 December. At the time of writing, no individual or group had claimed responsibility for the attack.",http://www.iraq-amsi.net/ar/92124; http://all-agencies.com/iq/2333801/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%85%D9%86%D8%AA%D8%B3%D8%A8-%D9%81%D9%8A-%D8%A7%D9%84%D8%AD%D8%B4%D8%AF-%D8%A7%D9%84%D8%B9%D8%B4%D8%A7%D8%A6%D8%B1%D9%8A-%D9%88%D8%A7%D8%B5%D8%A7%D8%A8%D8%A9-%D8%A2%D8%AE%D8%B1-%D8%A8%D8%A3%D9%86%D9%81%D8%AC%D8%B1-%D8%B9%D8%A8%D9%88%D8%A9-%D9%86%D8%A7%D8%B3%D9%81%D8%A9-%D8%A8%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF,,2016-12-27,2016-12-27,Unspecified,unspecified,Unspecified,unspecified,Bombing,33.073468,44.245264,100-200m,"Bisateen, Yusufiya, Babil",IRQ,Iraq,Middle East,Military,Explosives,1,0,1,Iraq: 1,Iraq: 0,Iraq: 1,Afghanistan:Unknown:Undetermined,0.0,Emplaced,,Unknown author,2022-10-29 13:03:30+0000,2021-07-11 13:30:21+0000,,"perpetrator_name: Unknown, perpetrator_type: Undetermined,is_claimed: False, is_suspected: False,is_officially_attributed: False"
